Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año;Ubicación
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;1;2;;;2018;17433 - Manzanares
F432 - TRASTORNOS DE ADAPTACION;9;2;;;2018;17433 - Manzanares
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;6;1;;;2018;17433 - Manzanares
F440 - AMNESIA DISOCIATIVA;1;;;;2018;17433 - Manzanares
F445 - CONVULSIONES DISOCIATIVAS;;;;;2018;17433 - Manzanares
F447 - TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION];1;;;;2018;17433 - Manzanares
F448 - OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION];1;;;;2018;17433 - Manzanares
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F450 - TRASTORNO DE SOMATIZACION;;;;;2018;17433 - Manzanares
F451 - TRASTORNO SOMATOMORFO INDIFERENCIADO;2;;;;2018;17433 - Manzanares
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;2;1;;;2018;17433 - Manzanares
F458 - OTROS TRASTORNOS SOMATOMORFOS;;;;;2018;17433 - Manzanares
F459 - TRASTORNO SOMATOMORFO, NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F488 - OTROS TRASTORNOS NEUROTICOS ESPECIFICADOS;;;;;2018;17433 - Manzanares
F500 - ANOREXIA NERVIOSA;;;;;2018;17433 - Manzanares
F502 - BULIMIA NERVIOSA;1;3;;;2018;17433 - Manzanares
F505 - VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS;;;;;2018;17433 - Manzanares
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;2;;;;2018;17433 - Manzanares
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;1;;;;2018;17433 - Manzanares
F510 - INSOMNIO NO ORGANICO;6;6;;;2018;17433 - Manzanares
F512 - TRASTORNO NO ORGANICO DEL CICLO SUEÑO-VIGILIA;;;;;2018;17433 - Manzanares
F513 - SONAMBULISMO;;;;;2018;17433 - Manzanares
F518 - OTROS TRASTORNOS NO ORGANICOS DEL SUEÑO;;;;;2018;17433 - Manzanares
F519 - TRASTORNO NO ORGANICO DEL SUEÑO, NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;1;;;;2018;17433 - Manzanares
F521 - AVERSION AL SEXO Y FALTA DE GOCE SEXUAL;;1;;;2018;17433 - Manzanares
F523 - DISFUNCION ORGASMICA;;;;;2018;17433 - Manzanares
F524 - EYACULACION PRECOZ;;1;;;2018;17433 - Manzanares
F525 - VAGINISMO NO ORGANICO;2;;;;2018;17433 - Manzanares
F526 - DISPAREUNIA NO ORGANICA;;;;;2018;17433 - Manzanares
F528 - OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS;;;;;2018;17433 - Manzanares
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;;2;;;2018;17433 - Manzanares
F54X - FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE;;;;;2018;17433 - Manzanares
F55X - ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA;;2;;;2018;17433 - Manzanares
F59X - SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS;;;;;2018;17433 - Manzanares
F600 - TRASTORNO PARANOIDE DE LA PERSONALIDAD;;;;;2018;17433 - Manzanares
F602 - TRASTORNO ASOCIAL DE LA PERSONALIDAD;;1;;;2018;17433 - Manzanares
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;;1;;;2018;17433 - Manzanares
F604 - TRASTORNO HISTRIONICO DE LA PERSONALIDAD;;;;;2018;17433 - Manzanares
F606 - TRASTORNO DE LA PERSONALIDAD ANSIOSA (EVASIVA, ELUSIVA);1;;;;2018;17433 - Manzanares
F607 - TRASTORNO DE LA PERSONALIDAD DEPENDIENTE;1;;;;2018;17433 - Manzanares
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;;;;;2018;17433 - Manzanares
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;1;1;;;2018;17433 - Manzanares
F629 - CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F630 - JUEGO PATOLOGICO;;;;;2018;17433 - Manzanares
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;;;;;2018;17433 - Manzanares
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F640 - TRANSEXUALISMO;;;;;2018;17433 - Manzanares
F648 - OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO;1;1;;;2018;17433 - Manzanares
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;1;;;;2018;17433 - Manzanares
F669 - TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;1;2;;;2018;17433 - Manzanares
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;2;2;;;2018;17433 - Manzanares
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;2;4;;;2018;17433 - Manzanares
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;2;2;;;2018;17433 - Manzanares
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;1;;;2018;17433 - Manzanares
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;;;;2018;17433 - Manzanares
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;3;;;2018;17433 - Manzanares
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;3;2;;;2018;17433 - Manzanares
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;2;;;2018;17433 - Manzanares
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;1;;;2018;17433 - Manzanares
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2018;17433 - Manzanares
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2018;17433 - Manzanares
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2018;17433 - Manzanares
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;;2018;17433 - Manzanares
F730 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;1;;;;2018;17433 - Manzanares
F738 - RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2018;17433 - Manzanares
F739 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F781 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;1;;;2018;17433 - Manzanares
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;;;;2018;17433 - Manzanares
F789 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;;;;2018;17433 - Manzanares
F790 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;2;1;;;2018;17433 - Manzanares
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2018;17433 - Manzanares
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;1;;;2018;17433 - Manzanares
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;3;;;2018;17433 - Manzanares
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;1;;;;2018;17433 - Manzanares
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;2;2;;;2018;17433 - Manzanares
F802 - TRASTORNO DE LA RECEPCION DEL LENGUAJE;;;;;2018;17433 - Manzanares
F803 - AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER];;;;;2018;17433 - Manzanares
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;;3;;;2018;17433 - Manzanares
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;1;5;;;2018;17433 - Manzanares
F810 - TRASTORNO ESPECIFICO DE LA LECTURA;;;;;2018;17433 - Manzanares
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;;2;;;2018;17433 - Manzanares
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;3;7;;;2018;17433 - Manzanares
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;4;5;;;2018;17433 - Manzanares
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;;;;;2018;17433 - Manzanares
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;2;1;;;2018;17433 - Manzanares
F840 - AUTISMO EN LA NIÑEZ;;;;;2018;17433 - Manzanares
F841 - AUTISMO ATIPICO;;;;;2018;17433 - Manzanares
F843 - OTRO TRASTORNO DESINTEGRATIVO DE LA NIÑEZ;;;;;2018;17433 - Manzanares
F844 - TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS;;;;;2018;17433 - Manzanares
F845 - SINDROME DE ASPERGER;;1;;;2018;17433 - Manzanares
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;;;;;2018;17433 - Manzanares
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;2;1;;;2018;17433 - Manzanares
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;8;1;;;2018;17433 - Manzanares
F89X - TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO;2;1;;;2018;17433 - Manzanares
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;8;24;;;2018;17433 - Manzanares
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;2;10;;;2018;17433 - Manzanares
F908 - OTROS TRASTORNOS HIPERCINETICOS;;;;;2018;17433 - Manzanares
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;;;;;2018;17433 - Manzanares
F911 - TRASTORNO DE LA CONDUCTA INSOCIABLE;;;;;2018;17433 - Manzanares
F912 - TRASTORNO DE LA CONDUCTA SOCIABLE;;1;;;2018;17433 - Manzanares
F913 - TRASTORNO OPOSITOR DESAFIANTE;;4;;;2018;17433 - Manzanares
F918 - OTROS TRASTORNOS DE LA CONDUCTA;1;10;;;2018;17433 - Manzanares
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;5;14;;;2018;17433 - Manzanares
F920 - TRASTORNO DEPRESIVO DE LA CONDUCTA;;;;;2018;17433 - Manzanares
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;1;1;;;2018;17433 - Manzanares
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;3;1;;;2018;17433 - Manzanares
F930 - TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ;;;;;2018;17433 - Manzanares
F931 - TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ;;;;;2018;17433 - Manzanares
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;;;;;2018;17433 - Manzanares
F938 - OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ;;1;;;2018;17433 - Manzanares
F939 - TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F940 - MUTISMO ELECTIVO;;1;;;2018;17433 - Manzanares
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;2;4;;;2018;17433 - Manzanares
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;2;1;;;2018;17433 - Manzanares
F958 - OTROS TRASTORNOS POR TIC;2;;;;2018;17433 - Manzanares
F959 - TRASTORNO POR TIC, NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F980 - ENURESIS NO ORGANICA;;;;;2018;17433 - Manzanares
F981 - ECOPRESIS NO ORGANICA;;;;;2018;17433 - Manzanares
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;;;;;2018;17433 - Manzanares
F984 - TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS;;;;;2018;17433 - Manzanares
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;;2;;;2018;17433 - Manzanares
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;1;4;;;2018;17433 - Manzanares
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;;;;;2018;17433 - Manzanares
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);;;;;2018;17443 - Marmato
F002 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8†);;;;;2018;17444 - Marmato
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);3;;;;2018;17445 - Marmato
F03X - DEMENCIA , NO ESPECIFICADA;2;2;;;2018;17446 - Marmato
F051 - DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA;;;;;2018;17447 - Marmato
F059 - DELIRIO, NO ESPECIFICADO;;;;;2018;17448 - Marmato
F060 - ALUCINOSIS ORGANICA;;1;;;2018;17449 - Marmato
F064 - TRASTORNO DE ANSIEDAD, ORGANICO;;1;;;2018;17450 - Marmato
F067 - TRASTORNO COGNOSCITIVO LEVE;1;1;;;2018;17451 - Marmato
F068 - OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;;;;2018;17452 - Marmato
F069 - TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;2;;;;2018;17453 - Marmato
F070 - TRASTORNO DE LA PERSONALIDAD, ORGANICO;;;;;2018;17454 - Marmato
F072 - SINDROME POSTCONCUSIONAL;;;;;2018;17455 - Marmato
F09X - TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;;;;;2018;17456 - Marmato
F100 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: INTOXICACION AGUDA;1;;;;2018;17457 - Marmato
F101 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: USO NOCIVO;;;;;2018;17458 - Marmato
F103 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: ESTADO DE ABSTINENCIA;;;;;2018;17459 - Marmato
F112 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: SINDROME DE DEPENDENCIA;;;;;2018;17460 - Marmato
F113 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: ESTADO DE ABSTINENCIA;;;;;2018;17461 - Marmato
F120 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: INTOXICACION AGUDA;;1;;;2018;17462 - Marmato
F121 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: USO NOCIVO;;;;;2018;17463 - Marmato
F122 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: SINDROME DE DEPENDENCIA;;1;;;2018;17464 - Marmato
F128 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2018;17465 - Marmato
F129 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2018;17466 - Marmato
F130 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: INTOXICACION AGUDA;;;;;2018;17467 - Marmato
F132 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: SINDROME DE DEPENDENCIA;;1;;;2018;17468 - Marmato
F138 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2018;17469 - Marmato
F140 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: INTOXICACION AGUDA;;;;;2018;17470 - Marmato
F142 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA;;;;;2018;17471 - Marmato
F143 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: ESTADO DE ABSTINENCIA;;;;;2018;17472 - Marmato
F139 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;1;;;;2018;17473 - Marmato
F161 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: USO NOCIVO;;;;;2018;17474 - Marmato
F162 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: SINDROME DE DEPENDENCIA;;;;;2018;17475 - Marmato
F169 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2018;17476 - Marmato
F172 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: SINDROME DE DEPENDENCIA;;;;;2018;17477 - Marmato
F183 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: ESTADO DE ABSTINENCIA;;1;;;2018;17478 - Marmato
F190 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA;1;;;;2018;17479 - Marmato
F191 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO;;1;;;2018;17480 - Marmato
F192 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA;;3;;;2018;17481 - Marmato
F193 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA;;;;;2018;17482 - Marmato
F194 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA CON DELIRIO;;;;;2018;17483 - Marmato
F195 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO;;;;;2018;17484 - Marmato
F198 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;1;1;;;2018;17485 - Marmato
F199 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2018;17486 - Marmato
F200 - ESQUIZOFRENIA PARANOIDE;1;3;;;2018;17487 - Marmato
F202 - ESQUIZOFRENIA CATATONICA;;;;;2018;17488 - Marmato
F203 - ESQUIZOFRENIA INDIFERENCIADA;1;;;;2018;17489 - Marmato
F205 - ESQUIZOFRENIA RESIDUAL;;1;;;2018;17490 - Marmato
F206 - ESQUIZOFRENIA SIMPLE;;;;;2018;17491 - Marmato
F208 - OTRAS ESQUIZOFRENIAS;;4;;;2018;17492 - Marmato
F209 - ESQUIZOFRENIA, NO ESPECIFICADA;6;9;;;2018;17493 - Marmato
F232 - TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO;1;1;;;2018;17494 - Marmato
F233 - OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES;;;;;2018;17495 - Marmato
F238 - OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS;;;;;2018;17496 - Marmato
F252 - TRASTORNO ESQUIZOAFECTIVO DE TIPO MIXTO;;;;;2018;17497 - Marmato
F258 - OTROS TRASTORNOS ESQUIZOAFECTIVOS;;;;;2018;17498 - Marmato
F259 - TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO;;1;;;2018;17499 - Marmato
F28X - OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO;;;;;2018;17500 - Marmato
F29X - PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA;;;;;2018;17501 - Marmato
F302 - MANIA CON SINTOMAS PSICOTICOS;;;;;2018;17502 - Marmato
F308 - OTROS EPISODIOS MANIACOS;;;;;2018;17503 - Marmato
F310 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE;;;;;2018;17504 - Marmato
F311 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS;;1;;;2018;17505 - Marmato
F312 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS;1;1;;;2018;17506 - Marmato
F313 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO;1;2;;;2018;17507 - Marmato
F314 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;;;;;2018;17508 - Marmato
F315 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS;;;;;2018;17509 - Marmato
F316 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE;;1;;;2018;17510 - Marmato
F317 - TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION;3;2;;;2018;17511 - Marmato
F318 - OTROS TRASTORNOS AFECTIVOS BIPOLARES;5;8;;;2018;17512 - Marmato
F319 - TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO;3;7;;;2018;17513 - Marmato
F320 - EPISODIO DEPRESIVO LEVE;;2;;;2018;17514 - Marmato
F321 - EPISODIO DEPRESIVO MODERADO;4;2;;;2018;17515 - Marmato
F322 - EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS;2;1;;;2018;17516 - Marmato
F323 - EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS;;;;;2018;17517 - Marmato
F328 - OTROS EPISODIOS DEPRESIVOS;1;2;;;2018;17518 - Marmato
F329 - EPISODIO DEPRESIVO, NO ESPECIFICADO;1;;;;2018;17519 - Marmato
F330 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE;1;;;;2018;17520 - Marmato
F331 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE;1;2;;;2018;17521 - Marmato
F332 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;1;1;;;2018;17522 - Marmato
F333 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS;;;;;2018;17523 - Marmato
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;1;;;;2018;17524 - Marmato
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;;;;;2018;17525 - Marmato
F339 - TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO;1;1;;;2018;17526 - Marmato
F341 - DISTIMIA;;;;;2018;17527 - Marmato
F349 - TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO;;;;;2018;17528 - Marmato
F39X - TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO;;1;;;2018;17529 - Marmato
F408 - OTROS TRASTORNOS FOBICOS DE ANSIEDAD;;;;;2018;17530 - Marmato
F409 - TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO;;;;;2018;17531 - Marmato
F410 - TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA];2;;;;2018;17532 - Marmato
F411 - TRASTORNO DE ANSIEDAD GENERALIZADA;1;1;;;2018;17533 - Marmato
