Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año
F129 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;1;;;2018
F130 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: INTOXICACION AGUDA;;;;;2018
F137 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO;;;;;2018
F140 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: INTOXICACION AGUDA;;;;;2018
F142 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA;;;;;2018
F143 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: ESTADO DE ABSTINENCIA;;;;;2018
F139 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2018
F148 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2018
F149 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2018
F150 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: INTOXICACION AGUDA;;;;;2018
F160 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: INTOXICACION AGUDA;;;;;2018
F161 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: USO NOCIVO;;;;;2018
F162 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: SINDROME DE DEPENDENCIA;;;;;2018
F163 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA;;2;;;2018
F164 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA CON DELIRIO;1;;;;2018
F168 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2018
F170 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: INTOXICACION AGUDA;;;;;2018
F180 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: INTOXICACION AGUDA;;;;;2018
F190 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA;3;;;;2018
F191 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO;;3;;;2018
F192 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA;;6;;;2018
F193 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA;1;;;;2018
F195 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO;;;;;2018
F196 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME AMNESICO;;;;;2018
F198 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;3;;;2018
F199 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;2;3;;;2018
F200 - ESQUIZOFRENIA PARANOIDE;7;5;;;2018
F201 - ESQUIZOFRENIA HEBEFRENICA;;;;;2018
F202 - ESQUIZOFRENIA CATATONICA;;;;;2018
F203 - ESQUIZOFRENIA INDIFERENCIADA;;1;;;2018
F204 - DEPRESION POSTESQUIZOFRENICA;2;;;;2018
F205 - ESQUIZOFRENIA RESIDUAL;;2;;;2018
F206 - ESQUIZOFRENIA SIMPLE;1;1;;;2018
F208 - OTRAS ESQUIZOFRENIAS;2;3;;;2018
F209 - ESQUIZOFRENIA, NO ESPECIFICADA;14;13;;;2018
F220 - TRASTORNO DELIRANTE;;;;;2018
F228 - OTROS TRASTORNOS DELIRANTES PERSISTENTES;;;;;2018
F229 - TRASTORNO DELIRANTE PERSISTENTE, NO ESPECIFICADO;;;;;2018
F230 - TRASTORNO PSICOTICO AGUDO POLIMORFO, SIN SINTOMAS DE ESQUIZOFRENIA;;;;;2018
F231 - TRASTORNO PSICOTICO AGUDO POLIMORFO, CON SINTOMAS DE ESQUIZOFRENIA;;1;;;2018
F232 - TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO;;;;;2018
F233 - OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES;;;;;2018
F238 - OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS;1;;;;2018
F239 - TRASTORNO PSICOTICO AGUDO Y TRANSITORIO, NO ESPECIFICADO DE TIPO ESQUIZOFRENICO;;1;;;2018
F251 - TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO;;;;;2018
F252 - TRASTORNO ESQUIZOAFECTIVO DE TIPO MIXTO;;1;;;2018
F259 - TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO;1;1;;;2018
F29X - PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA;1;;;;2018
F301 - MANIA SIN SINTOMAS PSICOTICOS;;;;;2018
F302 - MANIA CON SINTOMAS PSICOTICOS;;;;;2018
F308 - OTROS EPISODIOS MANIACOS;;1;;;2018
F309 - EPISODIO MANIACO, NO ESPECIFICADO;2;;;;2018
F310 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE;3;1;;;2018
F311 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS;1;2;;;2018
F312 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS;4;4;;;2018
F313 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO;10;2;;;2018
F314 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;5;;;;2018
F315 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS;5;2;;;2018
F316 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE;5;1;;;2018
F317 - TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION;13;7;;;2018
F318 - OTROS TRASTORNOS AFECTIVOS BIPOLARES;40;32;;;2018
F319 - TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO;45;22;;;2018
F320 - EPISODIO DEPRESIVO LEVE;15;3;;;2018
F321 - EPISODIO DEPRESIVO MODERADO;27;11;;;2018
F322 - EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS;6;9;;;2018
F323 - EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS;1;1;;;2018
F328 - OTROS EPISODIOS DEPRESIVOS;9;3;;;2018
F329 - EPISODIO DEPRESIVO, NO ESPECIFICADO;19;7;;;2018
F330 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE;1;1;;;2018
F331 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE;12;6;;;2018
F332 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;2;;;;2018
F333 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS;1;;;;2018
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;3;2;;;2018
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;2;3;;;2018
F339 - TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO;36;13;;;2018
F340 - CICLOTIMIA;;;;;2018
F341 - DISTIMIA;;1;;;2018
F349 - TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO;;;;;2018
F380 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], AISLADOS;;;;;2018
F381 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], RECURRENTES;;;;;2018
F39X - TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO;3;3;;;2018
F401 - FOBIAS SOCIALES;;1;;;2018
F402 - FOBIAS ESPECIFICADAS [AISLADAS];;;;;2018
F408 - OTROS TRASTORNOS FOBICOS DE ANSIEDAD;1;;;;2018
F409 - TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO;1;;;;2018
F410 - TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA];2;;;;2018
F411 - TRASTORNO DE ANSIEDAD GENERALIZADA;10;3;;;2018
F412 - TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION;68;15;;;2018
F413 - OTROS TRASTORNOS DE ANSIEDAD MIXTOS;1;2;;;2018
F418 - OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS;5;3;;;2018
F419 - TRASTORNO DE ANSIEDAD , NO ESPECIFICADO;42;8;;;2018
F420 - PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS;2;;;;2018
F421 - PREDOMINIO DE ACTOS COMPULSIVOS [RITUALES OBSESIVOS];1;;;;2018
F422 - ACTOS E IDEAS OBSESIVAS MIXTOS;;;;;2018
F428 - OTROS TRASTORNOS OBSESIVO-COMPULSIVOS;1;;;;2018
F429 - TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO;4;1;;;2018
F430 - REACCION AL ESTRÉS AGUDO;;;;;2018
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;1;2;;;2018
F432 - TRASTORNOS DE ADAPTACION;9;2;;;2018
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;6;1;;;2018
F440 - AMNESIA DISOCIATIVA;1;;;;2018
F445 - CONVULSIONES DISOCIATIVAS;;;;;2018
F447 - TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION];1;;;;2018
F448 - OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION];1;;;;2018
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;;;;;2018
F450 - TRASTORNO DE SOMATIZACION;;;;;2018
F451 - TRASTORNO SOMATOMORFO INDIFERENCIADO;2;;;;2018
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;2;1;;;2018
F458 - OTROS TRASTORNOS SOMATOMORFOS;;;;;2018
F459 - TRASTORNO SOMATOMORFO, NO ESPECIFICADO;;;;;2018
F488 - OTROS TRASTORNOS NEUROTICOS ESPECIFICADOS;;;;;2018
F500 - ANOREXIA NERVIOSA;;;;;2018
F502 - BULIMIA NERVIOSA;1;3;;;2018
F505 - VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS;;;;;2018
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;2;;;;2018
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;1;;;;2018
F510 - INSOMNIO NO ORGANICO;6;6;;;2018
F512 - TRASTORNO NO ORGANICO DEL CICLO SUEÑO-VIGILIA;;;;;2018
F513 - SONAMBULISMO;;;;;2018
F518 - OTROS TRASTORNOS NO ORGANICOS DEL SUEÑO;;;;;2018
F519 - TRASTORNO NO ORGANICO DEL SUEÑO, NO ESPECIFICADO;;;;;2018
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;1;;;;2018
F521 - AVERSION AL SEXO Y FALTA DE GOCE SEXUAL;;1;;;2018
F523 - DISFUNCION ORGASMICA;;;;;2018
F524 - EYACULACION PRECOZ;;1;;;2018
F525 - VAGINISMO NO ORGANICO;2;;;;2018
F526 - DISPAREUNIA NO ORGANICA;;;;;2018
F528 - OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS;;;;;2018
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;;2;;;2018
F54X - FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE;;;;;2018
F55X - ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA;;2;;;2018
F59X - SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS;;;;;2018
F600 - TRASTORNO PARANOIDE DE LA PERSONALIDAD;;;;;2018
F602 - TRASTORNO ASOCIAL DE LA PERSONALIDAD;;1;;;2018
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;;1;;;2018
F604 - TRASTORNO HISTRIONICO DE LA PERSONALIDAD;;;;;2018
F606 - TRASTORNO DE LA PERSONALIDAD ANSIOSA (EVASIVA, ELUSIVA);1;;;;2018
F607 - TRASTORNO DE LA PERSONALIDAD DEPENDIENTE;1;;;;2018
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;;;;;2018
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;1;1;;;2018
F629 - CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO;;;;;2018
F630 - JUEGO PATOLOGICO;;;;;2018
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;;;;;2018
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;;;;;2018
F640 - TRANSEXUALISMO;;;;;2018
F648 - OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO;1;1;;;2018
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;1;;;;2018
F669 - TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO;;;;;2018
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;1;2;;;2018
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;2;2;;;2018
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;2;4;;;2018
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;2;2;;;2018
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;1;;;2018
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;;;;2018
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;3;;;2018
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;3;2;;;2018
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;2;;;2018
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;1;;;2018
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2018
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2018
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2018
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;;2018
F730 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;1;;;;2018
F738 - RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2018
F739 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2018
F781 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;1;;;2018
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;;;;2018
F789 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;;;;2018
F790 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;2;1;;;2018
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2018
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;1;;;2018
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;3;;;2018
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;1;;;;2018
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;2;2;;;2018
F802 - TRASTORNO DE LA RECEPCION DEL LENGUAJE;;;;;2018
F803 - AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER];;;;;2018
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;;3;;;2018
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;1;5;;;2018
F810 - TRASTORNO ESPECIFICO DE LA LECTURA;;;;;2018
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;;2;;;2018
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;3;7;;;2018
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;4;5;;;2018
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;;;;;2018
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;2;1;;;2018
F840 - AUTISMO EN LA NIÑEZ;;;;;2018
F841 - AUTISMO ATIPICO;;;;;2018
F843 - OTRO TRASTORNO DESINTEGRATIVO DE LA NIÑEZ;;;;;2018
F844 - TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS;;;;;2018
F845 - SINDROME DE ASPERGER;;1;;;2018
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;;;;;2018
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;2;1;;;2018
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;8;1;;;2018
F89X - TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO;2;1;;;2018
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;8;24;;;2018
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;2;10;;;2018
F908 - OTROS TRASTORNOS HIPERCINETICOS;;;;;2018
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;;;;;2018
F911 - TRASTORNO DE LA CONDUCTA INSOCIABLE;;;;;2018
F912 - TRASTORNO DE LA CONDUCTA SOCIABLE;;1;;;2018
F913 - TRASTORNO OPOSITOR DESAFIANTE;;4;;;2018
F918 - OTROS TRASTORNOS DE LA CONDUCTA;1;10;;;2018
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;5;14;;;2018
F920 - TRASTORNO DEPRESIVO DE LA CONDUCTA;;;;;2018
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;1;1;;;2018
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;3;1;;;2018
F930 - TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ;;;;;2018
F931 - TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ;;;;;2018
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;;;;;2018
F938 - OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ;;1;;;2018
F939 - TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO;;;;;2018
F940 - MUTISMO ELECTIVO;;1;;;2018
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;2;4;;;2018
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;2;1;;;2018
F958 - OTROS TRASTORNOS POR TIC;2;;;;2018
F959 - TRASTORNO POR TIC, NO ESPECIFICADO;;;;;2018
F980 - ENURESIS NO ORGANICA;;;;;2018
F981 - ECOPRESIS NO ORGANICA;;;;;2018
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;;;;;2018
F984 - TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS;;;;;2018
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;;2;;;2018
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;1;4;;;2018
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;;;;;2018
17442 - Marmato;66;93;;;2018
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);;;;;2018
F002 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8†);;;;;2018
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);3;;;;2018
F03X - DEMENCIA , NO ESPECIFICADA;2;2;;;2018
F051 - DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA;;;;;2018
F059 - DELIRIO, NO ESPECIFICADO;;;;;2018
F060 - ALUCINOSIS ORGANICA;;1;;;2018
F064 - TRASTORNO DE ANSIEDAD, ORGANICO;;1;;;2018
F067 - TRASTORNO COGNOSCITIVO LEVE;1;1;;;2018
F068 - OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;;;;2018
F069 - TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;2;;;;2018
F070 - TRASTORNO DE LA PERSONALIDAD, ORGANICO;;;;;2018
F072 - SINDROME POSTCONCUSIONAL;;;;;2018
F09X - TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;;;;;2018
F100 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: INTOXICACION AGUDA;1;;;;2018
F101 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: USO NOCIVO;;;;;2018
F103 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: ESTADO DE ABSTINENCIA;;;;;2018
F112 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: SINDROME DE DEPENDENCIA;;;;;2018
F113 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: ESTADO DE ABSTINENCIA;;;;;2018
F120 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: INTOXICACION AGUDA;;1;;;2018
F121 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: USO NOCIVO;;;;;2018
F122 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: SINDROME DE DEPENDENCIA;;1;;;2018
F128 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2018
F129 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2018
F130 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: INTOXICACION AGUDA;;;;;2018
F132 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: SINDROME DE DEPENDENCIA;;1;;;2018
F138 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2018
F140 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: INTOXICACION AGUDA;;;;;2018
F142 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA;;;;;2018
F143 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: ESTADO DE ABSTINENCIA;;;;;2018
