;AÑOS;;;;;;
C341 - TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON;;;;;;;
C343 - TUMOR MALIGNO DEL LOBULO INFERIOR, BRONQUIO O PULMON;;;;;;1;1
C348 - LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON;;;;1;;1;2
C349 - TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;1;1;;;;2;4
C37X - TUMOR MALIGNO DEL TIMO;;;;;;;
C409 - TUMOR MALIGNO DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES DE LOS MIEMBROS, SIN OTRA ESPECIFICACION;;;;;1;;1
C433 - MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA;;;;;;;
C435 - MELANOMA MALIGNO DEL TRONCO;;;;;1;;1
C437 - MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;1;;1;;;;2
C439 - MELANOMA MALIGNO DE PIEL, SITIO NO ESPECIFICADO;1;;;;;;1
C441 - TUMOR MALIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;;;1;;;;1
C442 - TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;;;;;;;
C443 - TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;6;3;10;10;5;3;37
C444 - TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO;;;1;;;1;2
C445 - TUMOR MALIGNO DE LA PIEL DEL TRONCO;;;2;;;1;3
C447 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;;;;;;;
C449 - TUMOR MALIGNO DE LA PIEL, SITIO NO ESPECIFICADO;;1;;1;;2;4
C480 - TUMOR MALIGNO DEL RETROPERITONEO;;1;;;;;1
C481 - TUMOR MALIGNO DE PARTE ESPECIFICADA DEL PERITONEO;1;;;;;1;2
C490 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA CABEZA, CARA Y CUELLO;;;;;;1;1
C492 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;;;1;1;;1;3
C501 - TUMOR MALIGNO DE LA PORCION CENTRAL DE LA MAMA;;;;;;;
C502 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA;1;;1;;1;;3
C504 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA;5;;3;;2;;10
C509 - TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;3;;4;;6;;13
C530 - TUMOR MALIGNO DEL ENDOCERVIX;1;;4;;1;;6
C531 - TUMOR MALIGNO DE EXOCERVIX;1;;3;;2;;6
C539 - TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;;;;;;;
C541 - TUMOR MALIGNO DEL ENDOMETRIO;;;;;1;;1
C55X - TUMOR MALIGNO DEL UTERO, PARTE NO ESPECIFICADA;;;2;;1;;3
C56X - TUMOR MALIGNO DEL OVARIO;2;;2;;;;4
C608 - LESION DE SITIOS CONTIGUOS DEL PENE;;1;;;;;1
C609 - TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA;;;;;;;
C61X - TUMOR MALIGNO DE LA PROSTATA;;2;;4;;4;10
C638 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS GENITALES MASCULINOS;;1;;;;1;2
C64X - TUMOR MALIGNO DEL RIÑON, EXCEPTO DE LA PELVIS RENAL;;;1;2;2;;5
C674 - TUMOR MALIGNO DE LA PARED POSTERIOR DE LA VEJIGA;;;;1;;;1
C678 - LESION DE SITIOS CONTIGUOS DE LA VEJIGA;;;;;;;
C679 - TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA;;;;2;;;2
C690 - TUMOR MALIGNO DE LA CONJUNTIVA;;;;1;;;1
C693 - TUMOR MALIGNO DE LA COROIDES;;;;;;;
C696 - TUMOR MALIGNO DE LA ORBITA;;1;;;;;1
C698 - LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS;;;1;1;1;;3
C699 - TUMOR MALIGNO DEL OJO, PARTE NO ESPECIFICADA;;;;;;;
C700 - TUMOR MALIGNO DE LAS MENINGES CEREBRALES;;;;;;;
C710 - TUMOR MALIGNO DEL CEREBRO, EXCEPTO LOBULOS Y VENTRICULOS;;;;1;;;1
C712 - TUMOR MALIGNO DEL LOBULO TEMPORAL;;;;1;;2;3
C713 - TUMOR MALIGNO DEL LOBULO PARIETAL;;;;;;;
C715 - TUMOR MALIGNO DEL VENTRICULO CEREBRAL;;;;;;;
C718 - LESION DE SITIOS CONTIGUOS DEL ENCEFALO;;;;;;;
C719 - TUMOR MALIGNO DEL ENCEFALO, PARTE NO ESPECIFICADA;;;;1;;;1
C720 - TUMOR MALIGNO DE LA MEDULA ESPINAL;;;;;;;
C73X - TUMOR MALIGNO DE LA GLANDULA TIROIDES;4;;5;;5;;14
C751 - TUMOR MALIGNO DE LA HIPOFISIS;;;;;;;
C759 - TUMOR MALIGNO DE GLANDULA ENDOCRINA NO ESPECIFICADA;;;;;;1;1
C760 - TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;;1;;;;1;2
C762 - TUMOR MALIGNO DEL ABDOMEN;;;;;;;
C770 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA CABEZA, CARA Y CUELLO;;1;;1;;;2
C788 - TUMOR MALIGNO SECUNDARIO DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS;;1;;;;;1
C790 - TUMOR MALIGNO SECUNDARIO DEL RIÑON Y DE LA PELVIS RENAL;;;;;1;;1
C793 - TUMOR MALIGNO SECUNDARIO DEL ENCEFALO Y DE LAS MENINGES CEREBRALES;;;;;;;
C80X - TUMOR MALIGNO DE SITIOS NO ESPECIFICADOS;;1;1;;1;;3
17380 - La Dorada;287;144;378;249;326;190;1.574
C000 - TUMOR MALIGNO DEL LABIO SUPERIOR, CARA EXTERNA;;;;;;1;1
C002 - TUMOR MALIGNO DEL LABIO, CARA EXTERNA, SIN OTRA ESPECIFICACIÓN;1;;;;;;1
C003 - TUMOR MALIGNO DEL LABIO SUPERIOR, CARA INTERNA;;;;;;;
C006 - TUMOR MALIGNO DE LA COMISURA LABIAL;;;;;;;
C008 - LESION DE SITIOS CONTIGUOS DEL LABIO;;2;2;2;3;2;11
C01X - TUMOR MALIGNO DE LA BASE DE LA LENGUA;;;;;1;;1
C020 - TUMOR MALIGNO DE LA CARA DORSAL DE LA LENGUA;;;;;1;1;2
C021 - TUMOR MALIGNO DEL BORDE DE LA LENGUA;;1;;1;1;1;4
C024 - TUMOR MALIGNO DE LA AMIGDALA LINGUAL;;1;;;;;1
C028 - LESION DE SITIOS CONTIGUOS DE LA LENGUA;;3;3;1;2;2;11
C029 - TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA;;;;;1;1;2
C039 - TUMOR MALIGNO DE LA ENCIA, PARTE NO ESPECIFICADA;;;;;;;
C040 - TUMOR MALIGNO DE LA PARTE ANTERIOR DEL PISO DE LA BOCA;;1;;;;;1
C048 - LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA;;1;5;1;1;1;9
C051 - TUMOR MALIGNO DEL PALADAR BLANDO;;1;;;;;1
C058 - LESION DE SITIOS CONTIGUOS DEL PALADAR;2;2;2;2;1;1;10
C060 - TUMOR MALIGNO DE LA MUCOSA DE LA MEJILLA;;;;;;;
C068 - LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA;1;3;8;8;8;2;30
C069 - TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA;1;;;1;;2;4
C07X - TUMOR MALIGNO DE LA GLANDULA PAROTIDA;;1;1;5;;1;8
C080 - TUMOR MALIGNO DE LA GLANDULA SUBMAXILAR;;;;;;1;1
C088 - LESION DE SITIOS CONTIGUOS DE LAS GLANDULAS SALIVALES MAYORES;;;;;1;;1
C098 - LESION DE SITIOS CONTIGUOS DE LA AMIGDALA;;;;1;1;1;3
C099 - TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA;;;;;2;;2
C102 - TUMOR MALIGNO DE LA PARED LATERAL DE LA OROFARINGE;1;;;;;;1
C103 - TUMOR MALIGNO DE LA PARED POSTERIOR DE LA OROFARINGE;;;;;;;
C104 - TUMOR MALIGNO DE LA HENDIDURA BRANQUIAL;1;;;;;;1
C108 - LESION DE SITIOS CONTIGUOS DE LA OROFARINGE;1;;;;;1;2
C109 - TUMOR MALIGNO DE LA OROFARINGE, PARTE NO ESPECIFICADA;;;;;;;
C110 - TUMOR MALIGNO DE LA PARED SUPERIOR DE LA NASOFARINGE;;;;;;;
C111 - TUMOR MALIGNO DE LA PARED POSTERIOR DE LA NASOFARINGE;;;;;;;
C118 - LESION DE SITIOS CONTIGUOS DE LA NASOFARINGE;;;;;;;
C119 - TUMOR MALIGNO DE LA NASOFARINGE, PARTE NO ESPECIFICADA;;;;1;1;1;3
C131 - TUMOR MALIGNO DEL PLIEGUE ARITENOEPIGLOTICO, CARA HIPOFARINGEA;;;;;;;
C138 - LESION DE SITIOS CONTIGUOS DE LA HIPOFARINGE;;1;;;;;1
C139 - TUMOR MALIGNO DE LA HIPOFARINGE, PARTE NO ESPECIFICADA;;1;;1;;1;3
C148 - LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE;;;2;3;;1;6
C150 - TUMOR MALIGNO DEL ESOFAGO, PORCION CERVICAL;;;1;;1;;2
C151 - TUMOR MALIGNO DEL ESOFAGO, PORCION TORACICA;;;;;;;
C152 - TUMOR MALIGNO DEL ESOFAGO, PORCION ABDOMINAL;;;;;;;
C153 - TUMOR MALIGNO DEL TERCIO SUPERIOR DEL ESOFAGO;;;;;;;
C155 - TUMOR MALIGNO DEL TERCIO INFERIOR DEL ESOFAGO;;;;1;;;1
C158 - LESION DE SITIOS CONTIGUOS DEL ESOFAGO;;;;;;;
C159 - TUMOR MALIGNO DEL ESOFAGO, PARTE NO ESPECIFICADA;;1;1;1;;1;4
C160 - TUMOR MALIGNO DEL CARDIAS;;;;1;;;1
C161 - TUMOR MALIGNO DEL FUNDUS GASTRICO;1;3;2;5;4;5;20
C162 - TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO;2;2;1;4;1;6;16
C163 - TUMOR MALIGNO DEL ANTRO PILORICO;1;1;2;;;;4
C164 - TUMOR MALIGNO DEL PILORO;;;1;;1;;2
C165 - TUMOR MALIGNO DE LA CURVATURA MENOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;1;;1;1;3;1;7
C166 - TUMOR MALIGNO DE LA CURVATURA MAYOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;1;1;1;1;;;4
C168 - LESION DE SITIOS CONTIGUOS DEL ESTOMAGO;;;1;;;;1
C169 - TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;4;2;6;9;6;5;32
C170 - TUMOR MALIGNO DEL DUODENO;1;;;;;;1
C171 - TUMOR MALIGNO DEL YEYUNO;;;;1;;;1
C178 - TUMOR MALIGNO DEL LESION DE SITIOS CONTIGUOS DEL INTESTINO DELGADO;1;;;;;;1
C179 - TUMOR MALIGNO DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA;;;;;;;
C180 - TUMOR MALIGNO DEL CIEGO;1;;1;;1;;3
C182 - TUMOR MALIGNO DEL COLON ASCENDENTE;1;1;3;1;1;;7
C183 - TUMOR MALIGNO DEL ANGULO HEPATICO;;;;;1;;1
C184 - TUMOR MALIGNO DEL COLON TRANSVERSO;;;;;;;
C185 - TUMOR MALIGNO DEL ANGULO ESPLENICO;;;1;;1;;2
C186 - TUMOR MALIGNO DEL COLON DESCENDENTE;2;;1;;3;2;8
C187 - TUMOR MALIGNO DEL COLON SIGMOIDE;1;2;1;1;4;2;11
C188 - LESION DE SITIOS CONTIGUOS DEL COLON;2;;2;2;;;6
C189 - TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;4;1;11;4;8;6;34
C19X - TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA;;;;;1;2;3
C20X - TUMOR MALIGNO DEL RECTO;3;4;6;8;10;8;39
C210 - TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA;1;1;1;;2;;5
C211 - TUMOR MALIGNO DEL CONDUCTO ANAL;;;1;;2;;3
C212 - TUMOR MALIGNO DE LA ZONA CLOACOGENICA;;;1;;1;;2
C229 - TUMOR MALIGNO DEL HIGADO, NO ESPECIFICADO;2;1;2;1;2;3;11
C23X - TUMOR MALIGNO DE LA VESICULA BILIAR;;;3;;1;;4
C240 - TUMOR MALIGNO D E LAS VIAS BILIARES EXTRAHEPATICAS;;1;;1;;;2
C241 - TUMOR MALIGNO DE LA AMPOLLA DE VATER;;;;;;;
C248 - LESION DE SITIOS CONTIGUOS DE LAS VIAS BILIARES;1;2;;;;;3
C249 - TUMOR MALIGNO DE LAS VIAS BILIARES, PARTE NO ESPECIFICADA;1;1;1;;;;3
C250 - TUMOR MALIGNO DE LA CABEZA DEL PANCREAS;2;2;;4;2;1;11
C251 - TUMOR MALIGNO DEL CUERPO DEL PANCREAS;1;;;1;1;;3
C257 - TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS;1;;;1;1;2;5
C258 - LESION DE SITIOS CONTIGUOS DEL PANCREAS;;1;2;;2;;5
C259 - TUMOR MALIGNO DEL PANCREAS, PARTE NO ESPECIFICADA;;;1;2;1;1;5
C260 - TUMOR MALIGNO DEL INTESTINO, PARTE NO ESPECIFICADA;;;;;;;
C300 - TUMOR MALIGNO DE LA FOSA NASAL;;1;;4;;2;7
C301 - TUMOR MALIGNO DEL OIDO MEDIO;;;;;;;
C310 - TUMOR MALIGNO DEL SENO MAXILAR;2;;1;;1;2;6
C312 - TUMOR MALIGNO DEL SENO FRONTAL;;;;;;;
C318 - LESION DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES;;3;2;2;1;2;10
C319 - TUMOR MALIGNO DEL SENO PARANASAL NO ESPECIFICADO;;;;;;;
C320 - TUMOR MALIGNO DE LA GLOTIS;;3;;1;;;4
C321 - TUMOR MALIGNO DE LA REGION SUPRAGLOTICA;;;;1;;;1
C322 - TUMOR MALIGNO DE LA REGION SUBGLOTICA;;;;;;;
C328 - LESION DE SITIOS CONTIGUOS DE LA LARINGE;1;;1;1;;;3
C329 - TUMOR MALIGNO DE LA LARINGE, PARTE NO ESPECIFICADA;;6;;4;1;6;17
C340 - TUMOR MALIGNO DEL BRONQUIO PRINCIPAL;2;;;2;;;4
C341 - TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON;1;1;1;2;;2;7
C342 - TUMOR MALIGNO DEL LOBULO MEDIO, BRONQUIO O PULMON;;;;2;1;;3
C343 - TUMOR MALIGNO DEL LOBULO INFERIOR, BRONQUIO O PULMON;;4;;4;;1;9
C348 - LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON;;1;3;;;3;7
C349 - TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;3;4;5;5;4;9;30
C384 - TUMOR MALIGNO DE LA PLEURA;;;;1;1;;2
C388 - LESION DE SITIOS CONTIGUOS DEL CORAZON, DEL MEDIASTINO Y DE LA PLEURA;;;;;;;
C390 - TUMOR MALIGNO DE LAS VIAS RESPIRATORIAS SUPERIORES, PARTE NO ESPECIFICADA;;2;;1;;;3
C400 - TUMOR MALIGNO DEL OMOPLATO Y DE LOS HUESOS LARGOS DEL MIEMBRO SUPERIOR;;;;;;;
C401 - TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR;;;1;;;;1
C402 - TUMOR MALIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR;;1;2;1;;1;5
C403 - TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR;;;;1;;;1
C408 - LESION DE SITIOS CONTIGUOS DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES DE LOS MIEMBROS;;1;;;2;1;4
C409 - TUMOR MALIGNO DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES DE LOS MIEMBROS, SIN OTRA ESPECIFICACION;;;;1;;;1
C410 - TUMOR MALIGNO DE LOS HUESOS DEL CRANEO Y DE LA CARA;;;;;;2;2
C412 - TUMOR MALIGNO DE LA COLUMNA VERTEBRAL;2;1;2;;2;;7
C413 - TUMOR MALIGNO DE LA COSTILLA, ESTERNON Y CLAVICULA;;;1;;;;1
C414 - TUMOR MALIGNO DE LOS HUESOS DE LA PELVIS, SACRO Y COCCIX;;;1;;1;;2
C418 - LESION DE SITIOS CONTIGUOS DEL HUESO Y DEL CARTILAGO ARTICULAR;;;1;1;;1;3
C419 - TUMOR MALIGNO DE HUESO Y DEL CARTILAGO ARTICULAR, NO ESPECIFICADO;;;;;1;;1
C433 - MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA;3;1;4;;1;;9
C435 - MELANOMA MALIGNO DEL TRONCO;1;;1;;;1;3
C436 - MELANOMA MALIGNO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;1;;2;;;;3
C437 - MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;1;;;1;1;3;6
C438 - MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL;;;2;1;;;3
C439 - MELANOMA MALIGNO DE PIEL, SITIO NO ESPECIFICADO;1;1;1;5;3;2;13
C440 - TUMOR MALIGNO DE LA PIEL DEL LABIO;1;;;3;;1;5
C441 - TUMOR MALIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;;;1;1;;1;3
C442 - TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;1;;1;2;;2;6
C443 - TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;33;21;45;37;43;22;201
C444 - TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO;;;;;1;;1
C445 - TUMOR MALIGNO DE LA PIEL DEL TRONCO;1;4;;2;3;3;13
C446 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;2;1;1;1;4;1;10
C447 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;1;;;1;;;2
C449 - TUMOR MALIGNO DE LA PIEL, SITIO NO ESPECIFICADO;14;7;12;18;10;7;68
C473 - TUMOR MALIGNO DE LOS NERVIOS PERIFERICOS DEL TORAX;;;1;;;;1
C474 - TUMOR MALIGNO DE LOS NERVIOS PERIFERICOS DEL ABDOMEN;;;;;;;
C478 - LESION DE SITIOS CONTIGUOS DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONOMO;;;;;;;
C479 - TUMOR MALIGNO DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONOMO, PARTE NO ESPECIFICADA;;;;;;;
C480 - TUMOR MALIGNO DEL RETROPERITONEO;;;;;;2;2
C481 - TUMOR MALIGNO DE PARTE ESPECIFICADA DEL PERITONEO;;;;;;;
C482 - TUMOR MALIGNO DEL PERITONEO, SIN OTRA ESPECIFICACION;;;1;;;;1
C490 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA CABEZA, CARA Y CUELLO;;;;;;;
C491 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;1;;1;;1;;3
C492 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;1;;2;1;1;1;6
C493 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL TORAX;;;;1;;;1
C494 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL ABDOMEN;;;;;2;;2
C495 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA PELVIS;;1;;1;;;2
C499 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO, DE SITIO NO ESPECIFICADO;1;;;;;;1
C500 - TUMOR MALIGNO DEL PEZON Y AREOLA MAMARIA;;;;;1;;1
C501 - TUMOR MALIGNO DE LA PORCION CENTRAL DE LA MAMA;2;;4;;9;;15
C502 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA;4;;12;1;13;;30
C503 - TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA;3;;1;;;;4
C504 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA;12;;24;;30;;66
C505 - TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA;3;;2;;3;;8
C506 - TUMOR MALIGNO DE LA PROLONGACION AXILAR DE LA MAMA;;;;;;;
C509 - TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;83;;93;1;83;;260
C519 - TUMOR MALIGNO DE LA VULVA, PARTE NO ESPECIFICADA;5;;3;;;;8
C52X - TUMOR MALIGNO DE LA VAGINA;1;;3;;;;4
C530 - TUMOR MALIGNO DEL ENDOCERVIX;6;;13;;10;;29
C531 - TUMOR MALIGNO DE EXOCERVIX;24;;33;;18;;75
C539 - TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;10;;16;;9;;35
C541 - TUMOR MALIGNO DEL ENDOMETRIO;5;;9;;9;;23
C549 - TUMOR MALIGNO DEL CUERPO DEL UTERO, PARTE NO ESPECIFICADA;1;;;;;;1
C55X - TUMOR MALIGNO DEL UTERO, PARTE NO ESPECIFICADA;2;;2;;1;;5
C56X - TUMOR MALIGNO DEL OVARIO;8;;10;;11;;29
C570 - TUMOR MALIGNO DE LA TROMPA DE FALOPIO;;;;;;;
C573 - TUMOR MALIGNO DEL PARAMETRIO;;;1;;;;1
C574 - TUMOR MALIGNO DE LOS ANEXOS UTERINOS, SIN OTRA ESPECIFICACIÓN;;;;;;;
C579 - TUMOR MALIGNO DE ORGANO GENITAL FEMENINO, PARTE NO ESPECIFICADA;;;1;;;;1
C602 - TUMOR MALIGNO DEL CUERPO DEL PENE;;1;;;;;1
C608 - LESION DE SITIOS CONTIGUOS DEL PENE;;5;;7;;4;16
C609 - TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA;;1;;1;;1;3
C61X - TUMOR MALIGNO DE LA PROSTATA;;18;;37;;31;86
C620 - TUMOR MALIGNO DEL TESTICULO NO DESCENDIDO;;;;;;1;1
C621 - TUMOR MALIGNO DEL TESTICULO DESCENDIDO;;6;;6;;1;13
C629 - TUMOR MALIGNO DEL TESTICULO, NO ESPECIFICADO;;1;;;;1;2
C632 - TUMOR MALIGNO DEL ESCROTO;;;;1;;;1
C638 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS GENITALES MASCULINOS;;;;4;;2;6
C639 - TUMOR MALIGNO DE ORGANO GENITAL MASCULINO, PARTE NO ESPECIFICADA;;;;;;;
C64X - TUMOR MALIGNO DEL RIÑON, EXCEPTO DE LA PELVIS RENAL;;6;3;6;1;6;22
C65X - TUMOR MALIGNO DE LA PELVIS RENAL;2;1;2;4;;2;11
C66X - TUMOR MALIGNO DEL URETER;;;;;;1;1
C671 - TUMOR MALIGNO DE LA CUPULA VESICAL;;;;;;;
C672 - TUMOR MALIGNO DE LA PARED LATERAL DE LA VEJIGA;;;;1;;1;2
C673 - TUMOR MALIGNO DE LA PARED ANTERIOR DE LA VEJIGA;;;;1;;1;2
C674 - TUMOR MALIGNO DE LA PARED POSTERIOR DE LA VEJIGA;1;;;;;;1
C678 - LESION DE SITIOS CONTIGUOS DE LA VEJIGA;;;;;;1;1
C679 - TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA;2;;2;3;;1;8
C680 - TUMOR MALIGNO DE LA URETRA;;;;;;;
C688 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS URINARIOS;;;;1;;;1
C689 - TUMOR MALIGNO DE ORGANO URINARIO NO ESPECIFICADO;;;;1;;1;2
C690 - TUMOR MALIGNO DE LA CONJUNTIVA;;;;3;1;3;7
C692 - TUMOR MALIGNO DE LA RETINA;;;;;;;
C694 - TUMOR MALIGNO DEL CUERPO CILIAR;;;;;;;
C696 - TUMOR MALIGNO DE LA ORBITA;1;;;;2;;3
C698 - LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS;2;6;7;19;6;7;47
C699 - TUMOR MALIGNO DEL OJO, PARTE NO ESPECIFICADA;1;;;;;;1
C700 - TUMOR MALIGNO DE LAS MENINGES CEREBRALES;;;;;;1;1
C701 - TUMOR MALIGNO DE LAS MENINGES RAQUIDEAS;;;;;;;
C709 - TUMOR MALIGNO DE LAS MENINGES, PARTE NO ESPECIFICADA;;;;;;;
C710 - TUMOR MALIGNO DEL CEREBRO, EXCEPTO LOBULOS Y VENTRICULOS;1;1;1;2;2;1;8
C711 - TUMOR MALIGNO DEL LOBULO FRONTAL;;;1;1;1;;3
C712 - TUMOR MALIGNO DEL LOBULO TEMPORAL;;;1;1;;2;4
C714 - TUMOR MALIGNO DEL LOBULO OCCIPITAL;;1;;;;;1
C716 - TUMOR MALIGNO DEL CEREBELO;;;;1;2;1;4
C717 - TUMOR MALIGNO DEL PEDUNCULO CEREBRAL;;;;1;;;1
C718 - LESION DE SITIOS CONTIGUOS DEL ENCEFALO;;;;;;;
C719 - TUMOR MALIGNO DEL ENCEFALO, PARTE NO ESPECIFICADA;;;;2;1;;3
C725 - TUMOR MALIGNO DE OTROS NERVIOS CRANEALES Y LOS NO ESPECIFICADOS;;;;;;;
C729 - TUMOR MALIGNO DEL SISTEMA NERVIOSO CENTRAL, SIN OTRA ESPECIFICACION;;;;1;;;1
C73X - TUMOR MALIGNO DE LA GLANDULA TIROIDES;33;3;28;4;22;4;94
C740 - TUMOR MALIGNO DE LA CORTEZA DE LA GLANDULA SUPRARRENAL;;;;;;;
C749 - TUMOR MALIGNO DE LA GLANDULA SUPRARRENAL, PARTE NO ESPECIFICADA;;;;;;;
C750 - TUMOR MALIGNO DE LA GLANDULA PARATIROIDES;1;;;;;;1
C751 - TUMOR MALIGNO DE LA HIPOFISIS;;;;;1;;1
C753 - TUMOR MALIGNO DE LA GLANDULA PINEAL;;1;;1;;1;3
C759 - TUMOR MALIGNO DE GLANDULA ENDOCRINA NO ESPECIFICADA;;;;1;;1;2
C760 - TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;1;1;4;6;4;2;18
C761 - TUMOR MALIGNO DEL TORAX;;;;2;;1;3
C762 - TUMOR MALIGNO DEL ABDOMEN;1;1;1;;1;1;5
C763 - TUMOR MALIGNO DE LA PELVIS;;;;;;;
C764 - TUMOR MALIGNO DEL MIEMBRO SUPERIOR;1;;1;;;;2
C765 - TUMOR MALIGNO DEL MIEMBRO INFERIOR;;;1;1;;1;3
